greek,transliteration,english_gloss,minoan_form,category,query,matched,distance,distance_threshold,inscription_id,gorila_id,site,material,period,semantic_score,confidence_score,found_commodities,context_syllabograms,text_type,object_type,full_inscription_text,full_transliteration,sign_count,num_logograms,num_numerals,num_fractions,logogram_list,numeral_list,context_before_5,context_after_5,findspot_context,findspot_lat,findspot_lon,findspot_inscription_count,findspot_has_parallels,linear_b_parallels,semantic_field,context_plausibility,notes
δελφίς,delphis,dolphin,delρi,abstract,DERUI,DERUQA,1,1,106,HT86a,Haghia Triada - Casa Room 7,clay,LM IB,0.1,43.0,GRA,SARU20,administrative,tablet (page-shaped),𐘇 𐘾 𐘘 𐄁 𐙂 𐘝 𐘲 𐛷 𐄑 𐘞 𐘘 𐄑 𐘆 𐘦 𐘘 𐄑 𐘌 𐘽 𐘮 𐄐 — 𐘇 𐘬 𐄁 𐘀 𐘋 𐛳 𐄑 𐘻 𐘯 𐘃 𐄑,A KA RU 𐄁 KU NI SU GRA+K+L 20 SA RU 20 DI DE RU 20 QA RA₂ WA 10 — A DU 𐄁 DA ME GRA+B 20 MI NU TE 20,32,0,0,2,,GRA+K+L; GRA+B,20 SA RU 20 DI,RU 20 QA RA₂ WA,,,,42,no,,unknown,category 'abstract' — no specific plausibility criteria,approximate match (levenshtein=1); text: administrative
δελφίς,delphis,dolphin,delρi,abstract,DERUI,DERUQE,1,1,118,HT95a,Haghia Triada - Casa Room 7,clay,LM IB,0.05,41.5,,20KUNI,administrative,tablet (page-shaped),𐘀 𐘬 𐙁 𐘳 𐄁 𐙉 𐘀 𐘋 𐄐 𐘻 𐘯 𐘃 𐄐 𐘞 𐘘 𐄑 𐙂 𐘝 𐘲 𐄐 𐘆 𐘦 𐘘 𐄐 𐘿 𐘽 𐘉 𐄍,DA DU MA TA 𐄁 GRA DA ME 10 MI NU TE 10 SA RU 20 KU NI SU 10 DI DE RU 10 QE RA₂ U 7,28,0,0,0,,,KU NI SU 10 DI,RU 10 QE RA₂ U,,,,42,no,,unknown,category 'abstract' — no specific plausibility criteria,approximate match (levenshtein=1); text: administrative
δελφίς,delphis,dolphin,delρi,abstract,DERUI,DERUQE,1,1,119,HT95b,Haghia Triada - Casa Room 7,clay,LM IB,0.05,41.5,,NUTE10,administrative,tablet (page-shaped),𐘇 𐘬 𐄁 𐘞 𐘘 𐄐 𐝫 𐄁 𐝫 𐘀 𐘋 𐄐 𐘻 𐘯 𐘃 𐄐 𐙂 𐘝 𐘲 𐄐 𐘆 𐘦 𐘘 𐄐 𐘿 𐘽 𐘉 𐄐,A DU 𐄁 SA RU 10 𐝫 𐄁 𐝫 DA ME 10 MI NU TE 10 KU NI SU 10 DI DE RU 10 QE RA₂ U 10,28,0,0,0,,,KU NI SU 10 DI,RU 10 QE RA₂ U,,,,42,no,,unknown,category 'abstract' — no specific plausibility criteria,approximate match (levenshtein=1); text: administrative
ἄκανθος,akanthos,acanthus,akantʰ,suffix_nth,AKANUTU,AKANU,1,1,1399,KNZc7,Knossos,,Uncertain,0.05,36.5,,AKANUZA,unknown,Inked inscription,𐘇 𐘾 𐘯 𐘍 𐘠 𐄁 𐘬 𐘴 𐘙 𐄁 𐘇 𐙀 𐘴 𐄁 𐘱 𐘞 𐘴 𐘇 𐘅 𐘗 𐄁 𐘣 𐘢 𐝫 𐄁,A KA NU ZA TI 𐄁 DU RA RE 𐄁 A ZU RA 𐄁 JA SA RA A NA NE 𐄁 WI PI 𐄁 𐄁,25,0,0,0,,,,KA NU ZA TI 𐄁,,,,59,no,,unknown,category 'suffix_nth' — no specific plausibility criteria,approximate match (levenshtein=1)
κάλαθος,kalathos,basket,kalatʰ,suffix_nth,KARATU,KARAKI,1,1,1455,PEZb3,Petras,pottery/ceramic,LM IB,0.05,36.5,,KARAKI,religious,Clay vessel,𐘇 𐘾 𐘴 𐘸 𐘳 𐘅 𐘤 𐘱 𐘈 𐙇 𐘍,A KA RA KI TA NA SI JA SE VIR+[?] ZA,11,0,0,0,,,A,RA KI TA NA SI,,,,12,no,,unknown,category 'suffix_nth' — no specific plausibility criteria,approximate match (levenshtein=1); text: religious
κάλαθος,kalathos,basket,kalatʰ,suffix_nth,KARATU,RATU,1,1,168,HT128a,Haghia Triada - Casa del Lebete,clay,LM IB,0.05,36.5,,𐄁PARA,administrative,tablet (page-shaped),𐙲 𐄁 𐘂 𐘴 𐘹 𐘘 𐘯 𐘈 𐘋 𐙉 𐝫 𐄐 𐘮 𐘹 𐙁 𐘙 𐛲 𐄐 𐄈 𐝫 𐝫 𐘻 𐘳 𐛭 𐝆 𐝫 𐛲 𐄌 𐘆 𐝫 𐛲 𐄊 𐙁 𐘭 𐝫 𐝫,"*326 𐄁 PA RA TU RU NU SE ME GRA 10 ? TU MA RE GRA+KU 12 ? MI TA ¹⁄₂ ? GRA+KU 6 ? DI GRA+KU 4 MA RI 𐝫 𐄊 ju? ?,de? 𐝫 𐝫",36,2,0,3,6; 𐛭; 𐝆,12; GRA+KU; 𐝫,*326 𐄁 PA,TU RU NU SE ME,,,,38,no,,unknown,category 'suffix_nth' — no specific plausibility criteria,approximate match (levenshtein=1); 2 logogram(s) present; text: administrative
κάλαθος,kalathos,basket,kalatʰ,suffix_nth,KARATU,RATU,1,1,1087,HTWc3024,Haghia Triada,clay,LM IB,0.05,36.5,,RATUME,administrative,roundel,𐘇 𐘴 𐘹 𐘋 𐘓,A RA TU ME *22F,5,0,0,0,,,A,TU ME *22F,,,,49,no,,unknown,category 'suffix_nth' — no specific plausibility criteria,approximate match (levenshtein=1); text: administrative
κάλαθος,kalathos,basket,kalatʰ,suffix_nth,KARATU,RATU,1,1,1526,PK1,Palaikastro,clay,LMI,0.05,36.5,,—TA₂TE,administrative,tablet (page-shaped),𐘤 𐝫 𐄁 𐝫 𐘗 𐘠 𐄇 𐘾 𐘌 𐄈 — 𐘇 𐘬 𐘍 𐄇 𐘷 𐘳 𐘙 𐄇 — 𐘷 𐘠 𐘃 𐄇 𐘵 𐘾 𐘻 𐘍 𐘤 𐘚 𐘅 𐄇 — 𐘵 𐘃 𐘱 𐄇 — 𐘴 𐘅 𐘹 𐘲 𐄇 𐘝 𐘻 𐄇 — 𐘹 𐘲 𐄇 𐙁 𐘠 𐘍 𐘚 𐘃 𐄇 — 𐙁 𐘃 𐘠 𐄇 𐙁 𐘾 𐘚 𐘳 𐄇,SI 𐄁 NE TI 1 ? KA 2 ? — A ZA 1 ? TA₂ RE 1 ? — TA₂ TE 1 ? O MI ZA SI I NA 1 ? — O JA 1 ? — RA TU SU 1 ? NI 1 ? — TU 1 ? MA ZA I TE 1 ? — MA TI 1 ? MA I TA 1 du? 𐄇,66,0,0,0,,,"O JA 1 
 —","TU SU 1 
 NI",,,,25,no,,unknown,category 'suffix_nth' — no specific plausibility criteria,approximate match (levenshtein=1); text: administrative
κάλαθος,kalathos,basket,kalatʰ,suffix_nth,KARATU,RATU,1,1,1612,ZA7a,Zakros,stone,Uncertain,0.05,36.5,,ARATU,religious,stone vessel,𐘉 𐘶 𐄋 𐘇 𐘴 𐘹 𐄊 𐘇 𐘙 𐘹 𐘻 𐝫 𐝫,U JU 5 A RA TU 4 A RE TU MI ? 𐝫,13,0,0,0,,,U JU 5 A,TU 4 A RE TU,,,,53,no,,unknown,category 'suffix_nth' — no specific plausibility criteria,approximate match (levenshtein=1); text: religious
κάλαθος,kalathos,basket,kalatʰ,suffix_nth,KARATU,KARA,1,1,10,HT8a,Haghia Triada - Villa Magazine,clay,LM IB,0.05,36.5,,10PA₃KA,administrative,tablet (page-shaped),𐘧 𐘆 𐜓 𐄐 𐘰 𐘾 𐘴 𐘠 𐄇 𐝆 𐘂 𐄉 𐝆 𐘃 𐙕 𐄈 𐘌 𐙠 𐘚 𐝕 𐘤 𐘸 𐘴 𐝃 𐘸 𐘙 𐘳 𐘅 𐝆,JE DI OLE+KI 10 PA₃ KA RA TI 1 ¹⁄₂ PA 3 ¹⁄₂ TE *301 2 QA *310 I ³⁄₄ SI KI RA ¹⁄₄ KI RE TA NA ¹⁄₂,29,5,0,0,¹⁄₂; 𐝆; ¹⁄₂; ³⁄₄; 𐝕; ¹⁄₄; 𐝃; ¹⁄₂,OLE+KI,JE DI OLE+KI 10 PA₃,RA TI 1 ¹⁄₂ PA,,,,96,no,,unknown,category 'suffix_nth' — no specific plausibility criteria,approximate match (levenshtein=1); 5 logogram(s) present; text: administrative
γλῶσσα,glōssa,tongue,glos,suffix_ss,KUROSU,KUROSI,1,1,171,HT130,Haghia Triada - Casa Room 9,clay,LM IB,0.05,41.5,,RA₂CYP,administrative,tablet (page-shaped),𐝫 𐝫 𐘤 𐄉 𐘞 𐘽 𐙗 𐝫 𐝫 𐝫 𐘽 𐝫 𐝫 𐙂 𐘁 𐝫 — 𐘤 𐙗 𐄎 𐘝 𐄌 𐙍 𐄉,𐝫 SI 3 ? RA₂ CYP ? 𐝫 RA₂ KU RO ? ? SI CYP 8 NI ? VIN 3 pu 𐄌 ka 𐄉,24,0,0,0,,,"RA₂ CYP 
 𐝫 RA₂","RO 
 
 SI CYP",,,,16,no,,unknown,category 'suffix_ss' — no specific plausibility criteria,approximate match (levenshtein=1); text: administrative
γλῶσσα,glōssa,tongue,glos,suffix_ss,KUROSU,KUROSA,1,1,152,HT117a,Haghia Triada - Casa Room 9,clay,LM IB,0.05,41.5,,RUTARA,administrative,tablet (page-shaped),𐙁 𐘾 𐘭 𐘃 𐄁 𐘸 𐘁 𐄁 𐘉 𐘻 𐘅 𐘤 𐄁 𐘉 𐘲 𐄇 𐘻 𐘹 𐄇 𐙂 𐘴 𐘕 𐄇 𐙁 𐘘 𐄇 𐙂 𐘰 𐘯 𐄇 𐘹 𐘶 𐙁 𐄇 𐘉 𐘆 𐘻 𐄇 𐘻 𐘘 𐘳 𐘴 𐘙 𐄇 𐘃 𐘱 𐘙 𐄇 𐘅 𐘀 𐘙 𐄇 𐙂 𐘁 𐄐 — 𐘞 𐘳 𐄁 𐙂 𐙂 𐘀 𐘴 𐄇 𐘺 𐘞 𐘚 𐘠 𐄇 𐘀 𐘻 𐘯 𐄇 𐘀 𐘗 𐙂 𐘠 𐄇 𐘸 𐘀 𐘁 𐄇,MA KA RI TE 𐄁 KI RO 𐄁 U MI NA SI 𐄁 U SU 1 MI TU 1 KU RA MU 1 MA RU 1 KU PA₃ NU 1 TU JU MA 1 U DI MI 1 MI RU TA RA RE 1 TE JA RE 1 NA DA RE 1 KU RO 10 — SA TA 𐄁 KU KU DA RA 1 KO SA I TI 1 DA MI NU 1 DA NE KU TI 1 KI DA RO 1,82,0,0,0,,,SU 1 MI TU 1,RA MU 1 MA RU,,,,16,no,,unknown,category 'suffix_ss' — no specific plausibility criteria,approximate match (levenshtein=1); text: administrative
γλῶσσα,glōssa,tongue,glos,suffix_ss,KUROSU,PAROSU,1,1,26,HT20,Haghia Triada - Villa Magazine,clay,LM IB,0.05,41.5,,PAROSU,administrative,tablet (page-shaped),𐘂 𐘁 𐘲 𐄁 𐙂 𐙁 𐘶 𐝃 𐘿 𐙂 𐘙 𐄁 𐘆 𐝆 𐘑 𐝄 𐘞 𐘙 𐘶 𐝄 𐘮 𐝃 𐜇 𐝆,PA RO SU 𐄁 KU MA JU ¹⁄₄ QE KU RE 𐄁 DI ¹⁄₂ *21M ¹⁄₈ SA RE JU ¹⁄₈ WA ¹⁄₄ *188+KU ¹⁄₂,24,6,0,1,¹⁄₄; 𐝃; ¹⁄₂; 𐝆; ¹⁄₈; 𐝄; ¹⁄₈; ¹⁄₄; ¹⁄₂,*188+KU,,RO SU 𐄁 KU MA,,,,96,no,,unknown,category 'suffix_ss' — no specific plausibility criteria,approximate match (levenshtein=1); 6 logogram(s) present; text: administrative
γλῶσσα,glōssa,tongue,glos,suffix_ss,KUROSU,KURONI,1,1,91,HT67,Haghia Triada - Villa Magazine,clay,LM IB,0.05,41.5,,𐝫𐝫KU,administrative,tablet (page-shaped),𐝫 𐝫 𐝫 𐙂 𐘁 𐄜 𐄑 𐝫 𐝫 𐘝 𐄁 𐘃 𐄜 𐝫,𐝫 𐝫 KU RO 402 ? NI 𐄁 400 pu 𐄁 te 𐄜 𐝫,14,0,0,0,,,𐝫 𐝫,"RO 402 
 NI 𐄁",,,,96,no,,unknown,category 'suffix_ss' — no specific plausibility criteria,approximate match (levenshtein=1); text: administrative
γλῶσσα,glōssa,tongue,glos,suffix_ss,KUROSU,KUROTE,1,1,34,HT25b,Haghia Triada - Villa Magazine,clay,LM IB,0.05,41.5,,𐝫𐝫KU,administrative,tablet (page-shaped),𐝫 𐝫 𐙂 𐘁 𐄐 𐄌 𐘣 𐘃 𐘁 𐄁 𐘚 𐘠 𐙇 𐄑 𐄎 𐙇 𐄑 𐄊 𐙂 𐘁 𐄔 𐄈,𐝫 𐝫 KU RO 16 ? TE RO 𐄁 I TI VIR+[?] 28 ? VIR+[?] ? KU RO ta? ro 𐄔 𐄈,22,0,0,0,,,𐝫 𐝫,"RO 16 
 TE RO",,,,96,no,,unknown,category 'suffix_ss' — no specific plausibility criteria,approximate match (levenshtein=1); text: administrative
γλῶσσα,glōssa,tongue,glos,suffix_ss,KUROSU,KUNISU,1,1,14,HT10a,Haghia Triada - Villa Magazine,clay,LM IB,0.05,41.5,,KUNISU,administrative,tablet (page-shaped),𐙂 𐘝 𐘲 𐄁 𐘞 𐙁 𐄊 𐄁 𐘂 𐄁 𐘀 𐘙 𐄐 𐄌 𐝆 𐘉 𐙱 𐘍 𐄊 𐙕 𐄌 𐘉 𐙱 𐘍 𐄐 𐄊 𐝫 𐙙 𐘘 𐄈 𐝆 𐘀 𐘭 𐘀 𐄎 𐘋 𐘍 𐄉,KU NI SU 𐄁 SA MA 4 𐄁 PA 𐄁 DA RE 16 ¹⁄₂ ? *325 ZA 4 ? 6 ? *325 ZA 14 ? *305 RU ¹⁄₂ ? DA RI 8 ? ME ZA so do 𐄉,38,2,0,0,𐝆; RI,,,NI SU 𐄁 SA MA,,,,96,no,,unknown,category 'suffix_ss' — no specific plausibility criteria,approximate match (levenshtein=1); 2 logogram(s) present; text: administrative
γλῶσσα,glōssa,tongue,glos,suffix_ss,KUROSU,KUNISU,1,1,106,HT86a,Haghia Triada - Casa Room 7,clay,LM IB,0.1,43.0,GRA,𐄁KUNI,administrative,tablet (page-shaped),𐘇 𐘾 𐘘 𐄁 𐙂 𐘝 𐘲 𐛷 𐄑 𐘞 𐘘 𐄑 𐘆 𐘦 𐘘 𐄑 𐘌 𐘽 𐘮 𐄐 — 𐘇 𐘬 𐄁 𐘀 𐘋 𐛳 𐄑 𐘻 𐘯 𐘃 𐄑,A KA RU 𐄁 KU NI SU GRA+K+L 20 SA RU 20 DI DE RU 20 QA RA₂ WA 10 — A DU 𐄁 DA ME GRA+B 20 MI NU TE 20,32,0,0,2,,GRA+K+L; GRA+B,A KA RU 𐄁,NI SU GRA+K+L 20 SA,,,,42,no,,unknown,category 'suffix_ss' — no specific plausibility criteria,approximate match (levenshtein=1); text: administrative
γλῶσσα,glōssa,tongue,glos,suffix_ss,KUROSU,KUNISU,1,1,107,HT86b,Haghia Triada - Casa Room 7,clay,LM IB,0.1,43.0,GRA,𐄁KUNI,administrative,tablet (page-shaped),𐘇 𐘾 𐘘 𐄁 𐙂 𐘝 𐘲 𐛷 𐄑 𐘞 𐘘 𐄑 𐘆 𐘦,A KA RU 𐄁 KU NI SU GRA+K+L 20 SA RU 20 DI DE,14,0,0,1,,GRA+K+L,A KA RU 𐄁,NI SU GRA+K+L 20 SA,,,,42,no,,unknown,category 'suffix_ss' — no specific plausibility criteria,approximate match (levenshtein=1); text: administrative
γλῶσσα,glōssa,tongue,glos,suffix_ss,KUROSU,KUNISU,1,1,118,HT95a,Haghia Triada - Casa Room 7,clay,LM IB,0.05,41.5,,TE10SA,administrative,tablet (page-shaped),𐘀 𐘬 𐙁 𐘳 𐄁 𐙉 𐘀 𐘋 𐄐 𐘻 𐘯 𐘃 𐄐 𐘞 𐘘 𐄑 𐙂 𐘝 𐘲 𐄐 𐘆 𐘦 𐘘 𐄐 𐘿 𐘽 𐘉 𐄍,DA DU MA TA 𐄁 GRA DA ME 10 MI NU TE 10 SA RU 20 KU NI SU 10 DI DE RU 10 QE RA₂ U 7,28,0,0,0,,,TE 10 SA RU 20,NI SU 10 DI DE,,,,42,no,,unknown,category 'suffix_ss' — no specific plausibility criteria,approximate match (levenshtein=1); text: administrative
γλῶσσα,glōssa,tongue,glos,suffix_ss,KUROSU,KUNISU,1,1,119,HT95b,Haghia Triada - Casa Room 7,clay,LM IB,0.05,41.5,,DAME10,administrative,tablet (page-shaped),𐘇 𐘬 𐄁 𐘞 𐘘 𐄐 𐝫 𐄁 𐝫 𐘀 𐘋 𐄐 𐘻 𐘯 𐘃 𐄐 𐙂 𐘝 𐘲 𐄐 𐘆 𐘦 𐘘 𐄐 𐘿 𐘽 𐘉 𐄐,A DU 𐄁 SA RU 10 𐝫 𐄁 𐝫 DA ME 10 MI NU TE 10 KU NI SU 10 DI DE RU 10 QE RA₂ U 10,28,0,0,0,,,10 MI NU TE 10,NI SU 10 DI DE,,,,42,no,,unknown,category 'suffix_ss' — no specific plausibility criteria,approximate match (levenshtein=1); text: administrative
γλῶσσα,glōssa,tongue,glos,suffix_ss,KUROSU,KUROKU,1,1,167,HT127b,Haghia Triada - Casa del Lebete,clay,LM IB,0.05,41.5,,𐝫NE13,administrative,tablet (page-shaped),𐝫 𐝫 𐝫 𐘗 𐄐 𐄉 𐝫 𐙂 𐘁 𐙛 𐄙 𐄔 𐄌 𐙂 𐄖 𐄈 𐛫 𐄑 𐄊 𐛖 𐄐 𐄋 𐙕 𐄐 𐄇 𐛖 𐄐 𐄊 𐙂 𐘁 𐄚 𐄘 𐄈,𐝫 𐝫 NE 13 ? KU RO 156 ? KU 72 ? VIR+*313c ? KI+MU 15 *301 11 ? 14 ? KU 291 𐄐 𐄇 [?] 𐄐 𐄊 ta? ro 𐄚 𐄘 𐄈,33,3,0,0,*301; 𐛫; 14; 𐛖; [?],,"𐝫 𐝫 NE 13 
","RO 156 
 KU 72",,,,38,no,,unknown,category 'suffix_ss' — no specific plausibility criteria,approximate match (levenshtein=1); 3 logogram(s) present; text: administrative
γλῶσσα,glōssa,tongue,glos,suffix_ss,KUROSU,KUROA,1,1,137,HT109,Haghia Triada - Casa Room 7,clay,LM IB,0.05,41.5,,4𐝫,administrative,tablet (page-shaped),𐝫 𐝫 𐘙 𐄊 𐝫 𐝫 𐝫 𐘳 𐄊 𐙂 𐘁 𐄙 𐄑 𐄏 𐘇 𐘴 𐘶 𐄙 𐄑 𐄉,𐝫 RE 4 ? 𐝫 TA ? KU RO ? A RA JU 123 a ? wa 𐄙 𐄑 𐄉,20,0,0,0,,,"4 
 𐝫 TA 
","RO 
 A RA JU",,,,42,no,,unknown,category 'suffix_ss' — no specific plausibility criteria,approximate match (levenshtein=1); text: administrative
γλῶσσα,glōssa,tongue,glos,suffix_ss,KUROSU,KURO,1,1,12,HT9a,Haghia Triada - Villa Magazine,clay,LM IB,0.05,41.5,,U4QE,administrative,tablet (page-shaped),𐘞 𐘁 𐄁 𐘃 𐄁 𐙍 𐄁 𐘂 𐘦 𐄁 𐄋 𐝕 𐙚 𐘹 𐄐 𐘆 𐘅 𐘉 𐄊 𐘿 𐘫 𐄈 𐙰 𐘆 𐘴 𐄈 𐝆 𐘳 𐘚 𐙌 𐄈 𐝆 𐘇 𐘘 𐄊 𐝃 𐙂 𐘁 𐄒 𐄇 𐝕,SA RO 𐄁 TE 𐄁 VIN 𐄁 PA DE 𐄁 5 ³⁄₄ *306 TU 10 DI NA U 4 QE PU 2 *324 DI RA 2 ¹⁄₂ TA I AROM 2 ¹⁄₂ A RU 4 ¹⁄₄ KU RO 31 ³⁄₄ [?],41,5,0,0,³⁄₄; 𐝕; ¹⁄₂; 𐝆; ¹⁄₂; ¹⁄₄; 𐝃; [?],,¹⁄₂ A RU 4 ¹⁄₄,RO 31 ³⁄₄ [?],,,,96,no,,unknown,category 'suffix_ss' — no specific plausibility criteria,approximate match (levenshtein=1); 5 logogram(s) present; text: administrative
γλῶσσα,glōssa,tongue,glos,suffix_ss,KUROSU,KURO,1,1,19,HT13,Haghia Triada - Villa Magazine,clay,LM IB,0.1,43.0,NI,¹⁄₂KU,administrative,tablet (page-shaped),𐘾 𐘉 𐘦 𐘳 𐙍 𐄁 𐘃 𐄁 𐘙 𐘍 𐄋 𐝫 𐝆 𐝫 𐘃 𐘹 𐄔 𐄌 𐘃 𐘸 𐄑 𐄍 𐝆 𐙂 𐙀 𐘝 𐄐 𐄎 𐘀 𐘤 𐙈 𐄐 𐄏 𐘚 𐘬 𐘗 𐘤 𐄋 𐙂 𐘁 𐄙 𐄒 𐝆,KA U DE TA VIN 𐄁 TE 𐄁 RE ZA 5 ¹⁄₂ ? TE 56 ? TE KI ¹⁄₂ ? KU ZU NI ? DA SI *118 19 I DU NE SI 5 KU RO 130 ¹⁄₂ 𐄋 ta? ro 𐄙 𐄒 vase,43,3,0,0,𐝆; NI; vase,,I DU NE SI 5,RO 130 ¹⁄₂ 𐄋 ta?,,,,96,no,,agriculture (grain),category 'suffix_ss' — no specific plausibility criteria,approximate match (levenshtein=1); 3 logogram(s) present; text: administrative
γλῶσσα,glōssa,tongue,glos,suffix_ss,KUROSU,KURO,1,1,52,HT40,Haghia Triada - Villa Magazine,clay,LM IB,0.05,41.5,,𐄁GRA207,administrative,tablet (page-shaped),𐘯 𐘬 𐙷 𐄁 𐘃 𐄁 𐙉 𐄚 𐄍 𐘸 𐘀 𐘳 𐄁 𐙉 𐝫 𐄙 𐄒 𐄊 𐙂 𐘁 𐝫 𐙂 𐝫 𐝫,NU DU *331 𐄁 TE 𐄁 GRA 207 ? DA TA 𐄁 GRA 134 ? KU RO ? ? 𐝫 𐝫 ta? 𐝫 𐝫,24,0,0,0,,,"TA 𐄁 GRA 134 
","RO 
 
 𐝫 𐝫",,,,96,no,,unknown,category 'suffix_ss' — no specific plausibility criteria,approximate match (levenshtein=1); text: administrative
γλῶσσα,glōssa,tongue,glos,suffix_ss,KUROSU,KURO,1,1,96,HT74,Haghia Triada - Villa Magazine,clay,LM IB,0.05,41.5,,𐝫𐝫KU,administrative,tablet (page-shaped),𐝫 𐝫 𐝫 𐙂 𐘁 𐄑 𐝫 𐝫,𐝫 𐝫 KU RO 20 ? 𐝫 𐝫,8,0,0,0,,,𐝫 𐝫,"RO 20 
 𐝫 𐝫",,,,96,no,,unknown,category 'suffix_ss' — no specific plausibility criteria,approximate match (levenshtein=1); text: administrative
γλῶσσα,glōssa,tongue,glos,suffix_ss,KUROSU,KURO,1,1,104,HT85a,Haghia Triada - Casa Room 7,clay,LM IB,0.05,41.5,,UZA6,administrative,tablet (page-shaped),𐘇 𐘬 𐄁 𐜠 𐄁 𐙇 𐄁 𐘀 𐘭 𐘀 𐄐 𐄈 𐘰 𐘝 𐄐 𐄈 𐘉 𐙱 𐘍 𐄌 𐘀 𐘤 𐙈 𐄑 𐄊 𐙂 𐙀 𐘝 𐄋 𐘃 𐘥 𐄉 𐘀 𐘙 𐄊 𐙂 𐘁 𐝫 𐝫 𐄕 𐄌,A DU 𐄁 *307+*387 𐄁 VIR+[?] 𐄁 DA RI DA 12 ? NI 12 ? U ZA 6 ? DA *118 24 ? KU ZU 5 ? TE KE ? DA RE ? KU RO ta? ro 𐝫 𐝫 𐄕 𐄌,41,1,0,0,*307+*387; 𐜠,,"KE 
 DA RE 
",RO ta? ro 𐝫 𐝫,,,,42,no,,unknown,category 'suffix_ss' — no specific plausibility criteria,approximate match (levenshtein=1); 1 logogram(s) present; text: administrative
γλῶσσα,glōssa,tongue,glos,suffix_ss,KUROSU,KURO,1,1,109,HT88,Haghia Triada - Casa Room 7,clay,LM IB,0.05,41.5,,PAJARE,administrative,tablet (page-shaped),𐘇 𐘬 𐛧 𐄑 𐘙 𐘍 𐄌 𐘝 𐄁 𐘸 𐘸 𐘅 𐄍 𐘸 𐘁 𐄁 𐙂 𐘰 𐘰 𐄇 𐘾 𐘶 𐄇 𐙂 𐘰 𐘯 𐄇 𐘂 𐘱 𐘙 𐄇 𐘞 𐙁 𐘁 𐄇 𐘀 𐘳 𐘙 𐄇 𐙂 𐘁 𐄌,A DU VIR+KA 20 RE ZA 6 NI 𐄁 KI KI NA 7 KI RO 𐄁 KU PA₃ PA₃ 1 KA JU 1 KU PA₃ NU 1 PA JA RE 1 SA MA RO 1 DA TA RE 1 KU RO 6,42,1,0,0,VIR+KA; 𐛧,,1 DA TA RE 1,RO 6,,,,42,no,,unknown,category 'suffix_ss' — no specific plausibility criteria,approximate match (levenshtein=1); 1 logogram(s) present; text: administrative
γλῶσσα,glōssa,tongue,glos,suffix_ss,KUROSU,KURO,1,1,110,HT89,Haghia Triada - Casa Room 7,clay,LM IB,0.05,41.5,,*30523,administrative,tablet (page-shaped),𐘇 𐘞 𐘽 𐄁 𐙛 𐄁 𐙙 𐄑 𐄉 𐛕 𐄑 𐄈 𐙁 𐘚 𐘻 𐄑 𐄊 𐛩 𐄐 𐄉 𐘳 𐘴 𐄋 𐙂 𐘁 𐄗 𐄍 𐙗 𐄈 𐝕 𐘝 𐄈 𐝃 𐙍 𐄌 𐝫,A SA RA₂ 𐄁 *307 𐄁 *305 23 ? 22 ? MA MI 24 ? VIR+*313a 13 TA RA 5 KU RO 87 CYP 2 ³⁄₄ ? 2 ¹⁄₄ ? 6 𐄈 vase ka 𐄌 𐝫,36,4,0,0,22; 𐛕; TA; 𐛩; 𐝕; vase; 𐝃,,VIR+*313a 13 TA RA 5,RO 87 CYP 2 ³⁄₄,,,,42,no,,unknown,category 'suffix_ss' — no specific plausibility criteria,approximate match (levenshtein=1); 4 logogram(s) present; text: administrative
γλῶσσα,glōssa,tongue,glos,suffix_ss,KUROSU,KURO,1,1,117,HT94b,Haghia Triada - Casa Room 7,clay,LM IB,0.05,41.5,,KIRU1,administrative,tablet (page-shaped),𐘸 𐘁 𐄁 𐘹 𐙁 𐄇 𐘂 𐘳 𐘗 𐄇 𐘦 𐘆 𐄇 𐘥 𐘸 𐘘 𐄇 𐘞 𐘘 𐄇 𐙂 𐘁 𐄋 𐙅 𐄁 𐘴 𐝫 𐄁 𐝫 𐘦 𐘋 𐘃 𐄇 𐘐 𐘹 𐝫 𐄁 𐄇,KI RO 𐄁 TU MA 1 PA TA NE 1 DE DI 1 KE KI RU 1 SA RU 1 KU RO 5 *86 𐄁 RA 𐄁 DE ME TE 1 ? *21F 𐄁 1 𐝫 𐄁 𐄇,38,0,0,0,,,RU 1 SA RU 1,RO 5 *86 𐄁 RA,,,,42,no,,unknown,category 'suffix_ss' — no specific plausibility criteria,approximate match (levenshtein=1); text: administrative
γλῶσσα,glōssa,tongue,glos,suffix_ss,KUROSU,KURO,1,1,138,HT110a,Haghia Triada - Casa Room 7,clay,LM IB,0.05,41.5,,20KUPA,administrative,tablet (page-shaped),𐘤 𐘬 𐘟 𐙂 𐘻 𐜚 𐄑 𐙂 𐘂 𐄇 𐙂 𐘁 𐄙 𐝫 𐝫 𐘝 𐄐 𐄋 𐝫 𐝫 𐄕,SI DU *34 KU MI CYP+E 20 KU PA 1 KU RO 100 ? 15 ? 60 𐄋 𐝫 𐝫 𐄕,21,0,0,0,,CYP+E,CYP+E 20 KU PA 1,"RO 100 
 15 
",,,,42,no,,unknown,category 'suffix_ss' — no specific plausibility criteria,approximate match (levenshtein=1); text: administrative
